# Force and moment coefficients
# dragDir               : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# liftDir               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# rollAxis              : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00)
# yawAxis               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# magUInf               : 2.3659999999999999e+02
# lRef                  : 1.0330000000000000e-01
# Aref                  : 6.7799999999999996e-03
# CofR                  : (3.5000000000000003e-02 0.0000000000000000e+00 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
47                      	2.9358647481155391e-02	1.7356922596331929e-02	1.2001724884823463e-02	3.8153773776540117e-04	-2.4526544652849321e-04	6.2680318429389438e-04	-4.3603431541119377e-04	2.6775988557542320e-03	-6.3116187310872113e-03	1.9761360438559600e-01	9.2495183461710803e-02	1.0511842092388521e-01
48                      	2.9360293859607339e-02	1.7364317168776844e-02	1.1995976690830495e-02	3.4867639752057101e-04	-2.4575382656193514e-04	5.9443022408250620e-04	-4.2009202532222061e-04	2.6841702389731738e-03	-6.3190574675967056e-03	1.9765413491927791e-01	9.2508009992042242e-02	1.0514612492723566e-01
49                      	2.9453090247538956e-02	1.7426531681677713e-02	1.2026558565861243e-02	2.8999274109815841e-04	-2.5454612937757514e-04	5.4453887047573350e-04	-3.9954249992665435e-04	2.6999865579082354e-03	-6.3199838468658304e-03	1.9770699386086660e-01	9.2533513083567470e-02	1.0517348077729913e-01
50                      	2.9583301787226148e-02	1.7515799177667650e-02	1.2067502609558498e-02	2.1049356435791014e-04	-2.7100749493084232e-04	4.8150105928875241e-04	-3.7625427710979737e-04	2.7241482840545759e-03	-6.3179177035918663e-03	1.9775440628687538e-01	9.2559285439845831e-02	1.0519512084702955e-01
51                      	2.9697601899985947e-02	1.7600679313907595e-02	1.2096922586078349e-02	1.2413801057775594e-04	-2.9147024924300200e-04	4.1560825982075799e-04	-3.5353925453187999e-04	2.7518783639146247e-03	-6.3165998526280125e-03	1.9778482908785919e-01	9.2575814691301578e-02	1.0520901439655761e-01
52                      	2.9762011825604621e-02	1.7657873007264235e-02	1.2104138818340382e-02	4.7459689594330024e-05	-3.1024723099646483e-04	3.5770692059079485e-04	-3.3397707579362984e-04	2.7768670944619267e-03	-6.3185271223734291e-03	1.9779599674556197e-01	9.2579471250407552e-02	1.0521652549515441e-01
53                      	2.9768577673506824e-02	1.7679310293428063e-02	1.2089267380078763e-02	-9.0968360632213966e-06	-3.2327054378725292e-04	3.1417370772403156e-04	-3.1872212575564224e-04	2.7950214566746503e-03	-6.3245341949321535e-03	1.9779285511704139e-01	9.2571893363588550e-02	1.0522096175345286e-01
54                      	2.9731348302052513e-02	1.7670877121873829e-02	1.2060471180178682e-02	-4.3257355691022652e-05	-3.2960584540411863e-04	2.8634848971309588e-04	-3.0797716755860726e-04	2.8052029708475748e-03	-6.3338117658889217e-03	1.9778432088415970e-01	9.2558348676190921e-02	1.0522597220796877e-01
55                      	2.9675489237441469e-02	1.7646848295333827e-02	1.2028640942107642e-02	-5.9324624034520350e-05	-3.3023103339388022e-04	2.7090640935935984e-04	-3.0056872137662003e-04	2.8091036766130922e-03	-6.3446302442411442e-03	1.9777914166405508e-01	9.2544940587786381e-02	1.0523420107626869e-01
56                      	2.9625478447842642e-02	1.7623277920598954e-02	1.2002200527243689e-02	-6.7365978178280213e-05	-3.2853319362965972e-04	2.6116721545137948e-04	-2.9485020454051960e-04	2.8105386966776323e-03	-6.3552196248570936e-03	1.9778268492040338e-01	9.2536122835344597e-02	1.0524656208505878e-01
